0.0,0.57
0.0,0.57
0.0,0.55
0.0,0.63
0.0,0.52
0.0,0.52
0.0,0.59
0.0,0.66
0.0,0.58
0.0,0.67
0.0,0.59
0.0,0.68
0.0,0.69
0.0,0.47
0.0,0.55
0.0,0.60
0.0,0.65
0.0,0.53
0.0,0.60
0.0,0.57
0.0,0.55
0.0,0.68
0.0,0.58
0.0,0.59
0.0,0.62
0.0,0.54
0.0,0.61
0.0,0.45
0.0,0.64
0.0,0.49
0.0,0.59
0.0,0.65
0.0,0.53
0.0,0.58
0.0,0.56
0.0,0.60
0.0,0.54
0.0,0.55
0.0,0.51
0.0,0.52
0.0,0.57
0.0,0.63
0.0,0.70
0.0,0.50
0.0,0.65
0.0,0.62
0.0,0.61
0.0,0.68
0.0,0.54
0.0,0.78
0.0,0.61
0.0,0.79
0.0,0.59
0.0,0.58
0.0,0.53
0.0,0.76
0.0,0.55
0.0,0.58
0.0,0.52
0.0,0.54
0.0,0.54
0.0,0.65
0.0,0.54
0.0,0.50
0.0,0.70
0.0,0.63
0.0,0.77
0.0,0.59
0.0,0.69
0.0,0.57
0.0,0.56
0.0,0.63
0.0,0.58
0.0,0.70
0.0,0.71
0.0,0.63
0.0,0.65
0.0,0.55
0.0,0.62
0.0,0.59
0.0,0.65
0.0,0.68
0.0,0.64
0.0,0.70
0.0,0.69
0.0,0.61
0.0,0.73
0.0,0.62
0.0,0.60
0.0,0.73
0.0,0.62
0.0,0.71
0.0,0.61
0.0,0.55
0.0,0.61
0.0,0.70
0.0,0.75
0.0,0.54
0.0,0.70
0.0,0.63
0.0,0.58
0.0,0.73
0.0,0.76
0.0,0.68
0.0,0.63
0.0,0.65
0.0,0.53
0.0,0.68
0.0,0.59
0.0,0.58
0.0,0.47
0.0,0.54
0.0,0.60
0.0,0.54
0.0,0.60
0.0,0.63
0.0,0.72
0.0,0.65
0.0,0.66
0.0,0.51
0.0,0.76
0.0,0.62
0.0,0.57
0.0,0.58
0.0,0.66
0.0,0.83
0.0,0.58
0.0,0.57
0.0,0.66
0.0,0.54
0.0,0.64
0.0,0.69
0.0,0.66
0.0,0.62
0.0,0.62
0.0,0.60
0.0,0.67
0.0,0.49
0.0,0.54
0.0,0.52
0.0,0.55
0.0,0.69
0.0,0.75
0.0,0.63
30.02,24.33
30.02,24.82
30.02,25.80
30.02,25.40
30.02,25.38
30.02,25.41
30.02,25.43
30.02,25.4
30.02,25.22
30.02,25.24
30.02,25.23
30.02,25.10
30.02,25.24
30.02,25.16
30.02,25.9
30.02,24.95
30.02,25.1
30.02,25.16
30.02,25.6
30.02,25.30
30.02,25.11
30.02,25.11
30.02,24.99
30.02,24.95
30.02,25.14
30.02,25.23
30.02,25.7
30.02,25.22
30.02,25.9
30.02,25.10
30.02,25.9
30.02,25.18
30.02,25.25
30.02,25.14
30.02,25.23
30.02,25.3
30.02,25.2
30.02,25.2
30.02,25.20
30.02,25.13
30.02,25.13
30.02,25.25
30.02,25.16
30.02,25.8
30.02,25.6
30.02,25.6
30.02,25.24
30.02,25.1
30.02,25.23
30.02,25.2
30.02,25.13
30.02,25.21
30.02,25.24
30.02,25.10
30.02,25.16
30.02,25.9
30.02,25.22
30.02,25.11
30.02,25.4
30.02,25.15
30.02,25.12
30.02,25.11
30.02,24.99
30.02,25.26
30.02,25.7
30.02,25.23
30.02,25.14
30.02,25.6
30.02,25.23
30.02,25.4
30.02,25.10
30.02,25.9
30.02,25.8
30.02,25.20
30.02,25.16
30.02,25.12
30.02,25.18
30.02,25.23
30.02,24.93
30.02,25.9
30.02,25.8
30.02,25.13
30.02,25.11
30.02,25.1
30.02,25.23
30.02,25.17
30.02,25.19
30.02,25.5
30.02,25.26
30.02,25.13
30.02,25.16
30.02,25.27
30.02,25.6
30.02,25.6
30.02,25.19
30.02,25.13
30.02,25.0
30.02,25.2
30.02,25.26
30.02,25.18
30.02,25.14
30.02,25.25
30.02,25.10
30.02,25.8
30.02,25.3
30.02,25.24
30.02,25.5
30.02,25.2
30.02,25.5
46.70,38.84
46.70,38.69
46.70,38.83
46.70,38.69
46.70,38.80
46.70,38.63
46.70,38.63
46.70,38.63
46.70,38.83
46.70,38.81
46.70,38.86
46.70,38.80
46.70,38.67
46.70,38.81
46.70,38.77
46.70,38.80
46.70,38.66
46.70,38.87
46.70,38.75
46.70,38.75
46.70,38.75
46.70,38.74
46.70,38.80
46.70,38.68
46.70,38.66
46.70,38.65
46.70,38.74
46.70,38.83
46.70,38.76
46.70,38.77
46.70,38.75
46.70,38.73
46.70,38.82
46.70,38.66
46.70,38.71
46.70,38.74
46.70,38.58
46.70,38.89
46.70,38.89
46.70,38.74
46.70,38.90
46.70,38.80
46.70,38.81
46.70,38.92
46.70,38.66
46.70,38.80
46.70,38.88
46.70,38.80
46.70,38.74
46.70,38.68
46.70,38.67
46.70,38.73
46.70,38.54
46.70,38.73
46.70,38.76
46.70,38.65
46.70,38.74
46.70,38.74
46.70,38.80
46.70,38.83
46.70,38.78
46.70,38.78
46.70,38.84
46.70,38.76
46.70,38.76
46.70,38.72
46.70,38.86
46.70,38.83
46.70,38.64
46.70,38.82
46.70,38.76
46.70,38.79
46.70,38.75
46.70,38.86
46.70,38.80
46.70,38.70
46.70,38.82
46.70,38.74
46.70,38.70
46.70,38.76
46.70,38.65
46.70,38.70
46.70,38.68
46.70,38.71
46.70,38.80
46.70,38.77
46.70,38.83
46.70,38.83
46.70,38.62
46.70,38.70
46.70,38.78
46.70,38.67
46.70,38.77
46.70,38.70
46.70,38.61
46.70,38.77
46.70,38.92
46.70,38.65
46.70,38.78
46.70,38.76
46.70,38.84
46.70,38.74
46.70,38.94
46.70,38.79
46.70,38.72
46.70,38.67
46.70,38.88
46.70,38.95
46.70,38.74
46.70,38.68
46.70,38.71
46.70,38.78
46.70,38.79
46.70,38.68
46.70,38.84
46.70,38.88
46.70,38.88
46.70,38.81
46.70,38.79
46.70,38.75
46.70,38.59
46.70,38.92
46.70,38.90
46.70,38.67
46.70,38.69
46.70,38.70
46.70,38.69
46.70,39.0
46.70,38.69
46.70,38.81
46.70,38.74
46.70,38.58
46.70,38.67
46.70,38.82
46.70,38.73
46.70,38.86
46.70,38.78
46.70,38.78
46.70,38.85
46.70,38.81
46.70,38.79
46.70,38.80
46.70,38.84
46.70,38.77
46.70,38.76
46.70,38.87
46.70,38.66
46.70,38.74
46.70,38.79
46.70,38.66
46.70,38.75
46.70,38.75
46.70,38.78
46.70,38.75
46.70,38.86
46.70,38.66
46.70,38.84
46.70,38.79
46.70,38.75
46.70,38.83
46.70,38.82
46.70,38.71
46.70,38.86
46.70,38.76
46.70,38.69
46.70,38.61
46.70,38.82
46.70,38.74
46.70,38.80
46.70,38.81
46.70,38.83
46.70,38.87
46.70,38.73
46.70,38.85
46.70,38.69
46.70,38.78
46.70,38.67
46.70,38.59
46.70,38.70
46.70,38.78
46.70,38.68
46.70,38.67
46.70,38.87
46.70,38.68
46.70,38.63
46.70,38.69
46.70,38.64
46.70,38.75
46.70,38.72
46.70,38.77
46.70,38.91
46.70,38.72
46.70,38.79
46.70,38.64
46.70,38.73
46.70,38.63
46.70,38.66
46.70,38.80
46.70,38.64
46.70,38.88
46.70,38.96
46.70,38.81
46.70,38.67
46.70,38.80
46.70,38.80
46.70,38.87
46.70,38.77
46.70,38.79
46.70,38.77
46.70,38.79
46.70,38.73
46.70,38.85
46.70,38.67
46.70,38.73
46.70,38.67
46.70,38.79
46.70,38.77
46.70,38.69
46.70,38.79
46.70,38.66
46.70,38.74
46.70,38.72
46.70,38.81
46.70,38.78
46.70,38.82
46.70,38.77
46.70,38.64
46.70,38.85
46.70,38.80
46.70,38.74
46.70,38.79
46.70,38.80
46.70,38.73
46.70,38.73
46.70,38.69
46.70,38.74
46.70,38.81
46.70,38.81
46.70,38.80
46.70,38.73
46.70,38.63
46.70,38.76
46.70,38.80
46.70,38.99
46.70,38.64
46.70,38.78
46.70,38.68
46.70,38.93
46.70,38.73
46.70,38.77
46.70,38.82
46.70,38.68
46.70,38.65
46.70,38.97
46.70,38.60
46.70,38.66
46.70,38.77
46.70,38.71
46.70,38.68
46.70,38.66
46.70,38.87
46.70,38.67
46.70,38.66
46.70,38.87
46.70,38.89
46.70,38.66
46.70,38.82
46.70,38.82
46.70,38.73
46.70,38.78
46.70,38.79
46.70,38.73
46.70,38.74
46.70,38.74
46.70,38.67
46.70,38.82
46.70,38.85
46.70,38.68
46.70,38.80
46.70,38.61
46.70,38.72
46.70,38.72
46.70,38.72
46.70,38.99
46.70,38.76
46.70,38.67
46.70,38.72
46.70,38.99
46.70,38.87
46.70,38.69
46.70,38.59
46.70,38.85
46.70,38.73
46.70,38.77
46.70,38.70
46.70,38.68
46.70,38.90
46.70,38.70
46.70,38.62
46.70,38.70
46.70,38.86
46.70,38.75
46.70,38.62
46.70,38.80
46.70,38.60
46.70,38.80
46.70,38.79
46.70,38.66
46.70,38.53
46.70,38.77
46.70,38.72
46.70,38.58
46.70,38.59
46.70,38.80
46.70,38.69
70.70,59.96
70.70,59.77
70.70,59.70
70.70,59.92
70.70,59.91
70.70,60.10
70.70,60.5
70.70,59.92
70.70,59.90
70.70,60.5
70.70,59.64
70.70,59.91
70.70,59.86
70.70,59.84
70.70,59.92
70.70,60.1
70.70,59.99
70.70,59.88
70.70,59.81
70.70,59.88
70.70,59.99
70.70,59.89
70.70,59.84
70.70,59.93
70.70,59.95
70.70,59.96
70.70,59.83
70.70,59.95
70.70,59.66
70.70,59.80
70.70,59.88
70.70,59.94
70.70,59.70
70.70,59.84
70.70,59.80
70.70,59.69
70.70,59.71
70.70,59.80
70.70,59.87
70.70,59.77
70.70,59.90
70.70,59.73
70.70,59.97
