0,0,0
16280,-336,7436
16488,-336,7168
16736,-180,6692
17120,128,5144
17684,460,4692
17464,184,5444
16736,-520,5936
16220,-360,6020
16252,-96,5768
16608,-132,5292
16876,-392,5288
17116,-584,5528
17016,-600,5472
17016,-524,5460
16912,-360,5256
16840,-420,5200
16848,-548,5292
16872,-580,5208
16860,-768,5256
16936,-740,5252
16968,-764,5124
16904,-836,5068
16844,-848,5072
16824,-852,5080
16648,-888,5040
16820,-804,5120
16744,-712,5072
16820,-752,5060
16792,-740,4956
16764,-784,4948
16760,-780,5024
16788,-660,5060
16684,-652,5136
16808,-560,4976
16716,-596,5012
16752,-584,5200
16716,-424,5176
16804,-428,5228
16828,-392,5052
16872,-316,5208
16816,-244,5320
22528,356,2396
25604,316,12420
20044,-404,12724
13888,-1776,12344
9248,-3212,10808
6988,-2996,10300
11324,-56,7144
18772,3740,2176
23792,2580,6024
22420,-808,5964
17900,-2432,4984
16140,-1472,5256
17016,128,5132
17068,608,3780
16776,264,2868
16768,-260,3176
16816,-804,4516
16456,-1000,5108
16052,-640,4424
16168,-24,4084
16208,-272,4364
16424,-560,4844
16744,-644,4964
16816,-472,4776
16856,-408,4948
16980,-280,4812
17076,-252,4948
17212,-360,5212
17120,-364,5452
17268,-408,5476
17560,-388,5540
17484,-512,5456
17560,-480,5684
17632,-532,5752
17520,-496,5872
17536,-528,5964
16468,1620,4524
14848,-3268,6168
17148,-4964,6984
17596,-1712,5012
21488,-1540,5324
17256,-1920,3596
15844,-900,6472
15584,316,5560
17076,1616,6496
17524,1864,5856
17680,1888,5372
19052,1808,4716
17904,988,4072
17096,-148,3936
9468,-316,-1180
20668,2024,2776
20192,3464,1816
17864,4104,1488
16484,4668,1144
17092,4524,2020
17376,4128,3180
17116,2912,4548
16136,876,5316
16872,-1176,6468
16872,-1996,6764
17092,-1828,7572
17396,-568,7996
16932,172,7684
17212,852,6824
17256,920,5560
17212,784,4492
17440,872,3488
17952,924,3020
17808,316,3600
16752,-68,4476
17448,-676,5408
16016,-1084,4804
16092,-504,3716
16728,-180,3108
17872,-568,2832
18608,-1076,2832
18196,-1624,3172
17388,-1284,3868
17080,132,4472
16732,1368,3832
16688,3180,3516
16288,3712,3072
15736,3700,2984
16332,3684,3512
16340,3020,4996
16660,2620,5284
17440,1340,7784
17140,616,8748
17060,-124,9132
16352,-288,8488
16248,124,7552
16580,1140,6424
17908,1836,5564
17756,2044,4584
17792,2328,4760
16424,2284,5292
16672,2112,6296
16776,2072,7216
16556,2044,7844
16152,1472,7892
16364,284,7968
16260,-700,7612
16896,-1532,7876
16896,-2592,7880
16912,-2880,7476
17384,-2764,6412
16624,-1636,8040
15060,-1256,3452
17484,-1516,1728
18180,-796,1528
17608,196,1808
16444,-176,2148
16280,-620,2356
17344,1332,4112
17492,2512,7136
16940,1788,8372
16412,-588,8788
16460,-2876,7324
17088,-2320,5620
17420,-696,4464
17096,324,3444
16964,-288,3272
16864,-1364,4008
16504,-2112,5380
16940,-1292,5808
17764,-936,6512
17336,-2628,6728
16876,-4300,5372
17196,-4288,3456
17472,-2928,3344
17036,-1724,4212
16856,-1996,4520
16492,-2572,3800
16544,-1912,3480
15852,-16,4100
15616,1656,4516
16012,2244,4052
16596,1232,2636
16436,792,1528
16852,1164,1344
16920,1264,1388
16796,648,1812
16500,508,1208
16484,932,400
16468,1960,436
16740,2740,1860
16740,3020,1268
16176,2848,3124
17308,3380,1628
16788,3244,1996
15820,3392,3580
15708,3060,4960
16044,2528,7692
16800,2600,8720
16760,2388,8136
15476,2936,5160
17304,3052,4628
18900,3388,3800
17924,3200,1828
18060,2332,1260
19740,860,712
17500,1372,3440
16648,2780,4868
16888,3156,6952
16472,3176,7604
16348,2412,7972
17372,1048,6848
17880,-760,5212
17720,-1824,4928
16784,-728,5064
17112,1180,5748
17564,2036,5592
17140,1540,6052
17040,920,7440
17060,668,8068
17296,240,8164
17200,-368,7572
17448,-1380,8752
17224,-1308,9804
17460,-1944,11184
17652,-3872,12192
16836,-6048,11532
17392,-5916,8692
18072,-2652,7440
17764,24,9864
16164,2784,12844
15372,2648,13596
15672,-1396,12076
14736,-4164,10180
14840,-5996,8700
14804,-7072,9356
13584,-6372,10636
12780,-4680,10404
13164,-6144,8656
13536,-9412,8136
12848,-11396,8204
12844,-11412,8500
12772,-9176,8980
12068,-8544,9480
11928,-9800,9416
11744,-10572,8112
